State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
Ontario,Peel,Istiqamah Islamic Centre of Ontario,"3410 Semenyk Court, Mississauga, ON",(905) 270-6999
Ontario,Peel,West End Islamic (WEI) Center,"4161 Sladeview Crescent, Mississauga, ON",(905) 369-9342
Ontario,Peel,Jamia Islamia Canada,"2380 Tedlo Street, Mississauga, ON",(905) 279-3040
Ontario,Peel,The Islamic Community Centre of Ontario,"2550 Dunwin Drive, Mississauga, ON",(289) 430-5171
Ontario,Peel,Masjid Adam,"1759 Bloor Street East, Mississauga, ON",(905) 602-7649
Ontario,Scarborough,Islamic Institute of Toronto,"1630 Neilson Road, Toronto, ON",(416) 335-9173
Ontario,Scarborough,NAMF Islamic Centre,"4140 Finch Avenue East, Scarborough, ON",(416) 299-1969
Ontario,Scarborough,Quran Hadith Society Of Canada,"2183A Lawrence Avenue East, Scarborough, ON",(416) 546-1414
Ontario,Scarborough,Subhan Mosque,"2956 Eglinton Avenue East, Toronto, ON",(416) 438-8118
Ontario,Scarborough,Namira Masjid,"3599 Sheppard Avenue East, Toronto, ON",(416) 901-9659
Ontario,Scarborough,Masjid Omar Farooq,"4640 Kingston Road, Scarborough, ON",(416) 281-3666
Ontario,Scarborough,Islamic Foundation of Toronto,"441 Nugget Avenue, Scarborough, ON",(416) 321-0909
Ontario,Scarborough,The Qur'an & Sunnah Society of Canada,"1865 Lawrence Avenue Eastjjnn, Scarborough, ON",(416) 751-9921
Ontario,Scarborough,Baitul Jannah Islamic Center,"2740 Kingston Road, Toronto, ON",(647) 855-2171
Ontario,Scarborough,Bilal Masjid,"256 Markham Road, Scarborough, ON",(416) 264-0505
Ontario,Scarborough,Masjid Huzaifa,"18 Progress Avenue, Toronto, ON",(416) 292-0015
Ontario,Scarborough,Baitul Aman,"3114 Danforth Avenue, Toronto, ON",(416) 691-4664
Ontario,Scarborough,Eslah Islamic Association,"4383 Kingston Road, Toronto, ON",
Ontario,Scarborough,Alrisalah Islamic Center,"1750A Victoria Park Avenue, Scarborough, ON",(416) 288-0742
Ontario,Scarborough,Masjid Al-Jannah,"2201 Ellesmere Road, Toronto, ON",(647) 342-7544
Ontario,Scarborough,Central Mosque Scarborough,"3667 Lawrence Avenue East, Scarborough, ON",(416) 439-3737
Ontario,Scarborough,Jamia Talimul Islam,"1100-1102 Birchmount Road, Scarborough, ON",(416) 461-8842
Ontario,Scarborough,Spiritual Society of Canada,"4 Old Kingston Road, Scarborough, ON",
Ontario,Scarborough,Munira Juba Tabligue Committee Canada,"250 Warden Avenue, Scarborough, ON",(416) 828-5787
Ontario,Scarborough,ICNA Canada Al-Fauz Centre,"156 Shorting Road, Scarborough, ON",(647) 724-8298
Ontario,Scarborough,Masjid Al Hidaya,"1100 Birchmount Road, Scarborough, ON",(416) 461-8842
Ontario,Scarborough,Daleel Islamic Association,"3545 Kingston Road, Scarborough, ON",(647) 871-6476
Ontario,Scarborough,Masjid Zakariya,"11140 Sheppard Avenue East, Scarborough, ON",(416) 284-7674
Ontario,Scarborough,Islamic Society of Willowdale,"3551 Victoria Park Avenue, Scarborough, ON",(416) 495-9021
Ontario,Scarborough,Scarborough Muslim Association,"2665 Lawrence Avenue East, Scarborough, ON",(416) 750-2253
Ontario,Scarborough,Masjid Usman Ghousi,"75 Kirkdene Drive, Toronto, ON",(905) 629-0477
Ontario,Scarborough,Baitul Mukaram Islamic Society,"3334 Danforth Avenue, Scarborough, ON",(416) 686-3037
Ontario,Scarborough,Sunnatul Jamaat of Ontario,"347 Danforth Road, Toronto, ON",(416) 690-2298
Ontario,Scarborough,Salahuddin Islamic Centre,"741 Kennedy Road, Toronto, ON",(416) 264-3900
Ontario,York,York Region Islamic Centre,"1380 Stouffville Road, Richmond Hill, ON",(905) 474-9292
Ontario,York,Al Nadwa Educational Islamic Centre,"10 Newkirk Road, Richmond Hill, ON",(905) 747-0774
Ontario,York,Vaughan Islamic Centre,"3175 Rutherford Road, Vaughan, ON",(289) 236-0842
Ontario,York,Darul-Khair Center,"6356 Main Street, Whitchurch-Stouffville, ON",(416) 292-1818
Ontario,York,Anatolia Islamic Centre,"73 Alness Street, North York, ON",(416) 650-1211
Ontario,York,Masjid Darul Iman,"1330 Castlemore Avenue, Markham, ON",(905) 208-8200
Ontario,York,Richmond Hill Muslim Association,"155 East Beaver Creek Road, Richmond Hill, ON",(905) 884-2765
Ontario,York,Aurora-Newmarket Islamic Centre,"700 Mulock Drive, Newmarket, ON",(905) 713-2434
Ontario,York,Islamic Society of Richmond Hill,"10481 Yonge Street, Richmond Hill, ON",(905) 884-8743
Ontario,York,Rahmat Centre,"9853 Leslie Street, Richmond Hill, ON",(416) 568-3775
Ontario,York,Alabrar Muslim Association,"158 Don Hillock Drive, Aurora, ON",
Ontario,York,Al-Qalam Islamic Community Center,"2430 Dufferin Street, North York, ON",(647) 435-8472
Ontario,York,Hadi Islamic Association,"40 South Station Street, York, ON",(416) 242-2217
Ontario,York,Learning Roots Community Centre,"2250 Sheppard Avenue West, North York, ON",(416) 833-2853
Ontario,York,Al Firdous Islamic Centre,"342A Marlee Avenue, North York, ON",(647) 833-5549
Ontario,York,Islamic Society of Markham,"2900 Denison Street, Markham, ON",(905) 294-7866
Ontario,York,Risalah Foundation,"193 Jardin Drive, Vaughan, ON",(905) 482-3300
Ontario,Central Ontario,Owen Sound Muslim Association,"895 7th Street East, Owen Sound, ON",(519) 270-7292
Ontario,Central Ontario,Port Elgin Musallah,"515 Goderich Street, Saugeen Shores, ON",(226) 668-2786
Ontario,Central Ontario,Noor ul-Islam Ontario,"155 Ferris Lane, Barrie, ON",(705) 812-0014
Ontario,Central Ontario,Jamia Faizan-e-Mustafa,"274 Burton Avenue, Barrie, ON",(705) 770-1342
Ontario,Central Ontario,Kincardine Islamic Centre,"969 Queen Street, Kincardine, ON",
Ontario,Central Ontario,Bradford Islamic Centre,"136 Holland Street East, Bradford West Gwillimbury, ON",(647) 376-6873
Ontario,Central Ontario,Alliston Islamic Center,"Banting Drive, New Tecumseth, ON",(647) 746-3772
Ontario,Hamilton,Hamilton Mountain Mosque,"1545 Stone Church Road East, Hamilton, ON",(905) 383-1526
Ontario,Hamilton,Umar Mosque,"734 Rennie Street, Hamilton, ON",(905) 544-9016
Ontario,Hamilton,Cordoba House,"88 Forsyth Avenue North, Hamilton, ON",(905) 523-1555
Ontario,Hamilton,Bosnian Islamic Centre,"202 Barton Street, Stoney Creek, ON",(905) 662-3678
Ontario,Hamilton,Hamilton Downtown Musalla,"96 Wilson Street, Hamilton, ON",(905) 527-7371
Ontario,Hamilton,Muslim Association of Brantford,"192 Greenwich Street, Brantford, ON",(519) 753-2066
Ontario,Hamilton,Ibrahim Jame Mosque,"788 King Street East, Hamilton, ON",(905) 527-2392
Ontario,Hamilton,Hamilton Downtown Mosque,"221 York Blvd., Hamilton, ON",(905) 527-7371
Ontario,Kingston,The Islamic Society of Kingston,"1477 Sydenham Road, Kingston, ON",(613) 542-9000
Ontario,Kingston,Muslims Association Of Belleville,"33 Moira Street West, Belleville, ON",(613) 967-1212
Ontario,London,London Muslim Mosque,"151 Oxford Street West, London, ON",(519) 439-9451
Ontario,London,Islamic Centre of Southwest Ontario,"951 Pond Mills Road, London, ON",(519) 668-2269
Ontario,London,Darul Uloom Canada,"51 Prince Street North, Chatham-Kent, ON",(519) 360-1028
Ontario,London,Sarnia Masjid,"281 Cobden Street, Sarnia, ON",(519) 337-2304
Ontario,London,Bosnian Canadian Islamic Centre,"41 Holborn Avenue, London, ON",
Ontario,London,Muslim Youth Association of London,"889 Wellingsboro Road, London, ON",(519) 691-0002
Ontario,London,Prayer Room,"Hutton Place, London, ON",
Ontario,London,Stratford Mosque,"97 Woods Street, Stratford, ON",(519) 305-1516
Ontario,London,Hyatt Mosque & Centre,"282 Hamilton Road, London, ON",(519) 488-5299
Ontario,London,MAC Westmount Centre,"312 Commissioners Road West, London, ON",(519) 936-2304
Ontario,London,Sarnia Muslim Association Mosque ,"1609 London Line, Sarnia, ON",(519) 541-1335
Ontario,Niagara,Mosque Aisha,"5550 Stanley Avenue, Niagara Falls, ON",(905) 347-2633
Ontario,Niagara,Masjid an-Nour,"117 Geneva Street, St. Catherines, ON",(905) 641-8007
Ontario,Niagara,Peace Mosque,"6735 Caledonia Street, Niagara Falls, ON",(289) 501-5158
Ontario,Niagara,Mosque Aisha Thorold,"70 Saint David Street East, Thorold, ON",(905) 347-2633
Ontario,Niagara,Islamic Society of the Niagara Peninsula,"6768 Lyons Creek Road, Niagara Falls, ON",(905) 295-4845
Ontario,Northern Ontario,ACMV,"1153 4e Avenue, Val-d Or, QC",(514) 632-7925
Ontario,Northern Ontario,Sudbury Mosque,"755 Churchill Avenue, Sudbury, ON",(705) 560-1271
Ontario,Northern Ontario,Thunder Bay Muslim Association,"591 John Street, Thunder Bay, ON",(807) 766-9644
Ontario,Northern Ontario,North Bay Mosque,"423 McPhail Street, North Bay, ON",(705) 744-5981
Ontario,Northern Ontario,Islamic Association of Sault Ste. Marie,"2 Towers Street, Sault Ste. Marie, ON",
Ontario,Northern Ontario,Northern Muslim Association,"468 Antwerp Avenue, Sudbury, ON",(705) 885-9905
Ontario,Northern Ontario,Islamic Centre of Northern Ontario,"1534 Pioneer Road, Sudbury, ON",(705) 522-0050
Ontario,Ottawa,Islamic Society of Cumberland,"4509 Innes Road, Ottawa, ON",(613) 841-0786
Ontario,Ottawa,As-Sahaba Musalla,"2835 Dumaurier Avenue, Ottawa, ON",(613) 321-5459
Ontario,Ottawa,Islamic Cultural Center Ottawa,"847 St Laurent Blvd, Ottawa, ON",(613) 747-1444
Ontario,Ottawa,Assunnah Mosque,"1216 Hunt Club Road, Ottawa, ON",(613) 247-0674
Ontario,Ottawa,South Nepean Muslim Association,"3020 Woodroffe Avenue, Ottawa, ON",(613) 440-6300
Ontario,Ottawa,Rhoda Masjid & Institute,"2871 Saint Joseph Boulevard, Ottawa, ON",(514) 799-1938
Ontario,Ottawa,Al Huda Musalla,"380 Terminal Avenue, Ottawa, ON",
Ontario,Ottawa,Taqwa Musalla,"117 Mann Avenue, Ottawa, ON",(613) 233-2845
Ontario,Ottawa,Dar Assunnah Musalla,"2401 Bank Street, Units 2 & 3, Ottawa, ON",(613) 247-0674
Ontario,Ottawa,Ottawa Main Mosque,"251 Northwestern Avenue, Ottawa, ON",
Ontario,Ottawa,Muslim Association of Canada,"1085 Grenon Avenue, Ottawa, ON",(613) 321-5000
Ontario,Ottawa,Assalaam Mosque/Ottawa Islamic Centre,"2335 St Laurent Blvd, Ottawa, ON",(613) 739-3939
Ontario,Ottawa,Jami Masjid Zakariya,"333 Second Street East, Cornwall, ON",(613) 931-2895
Ontario,Ottawa,Al-Rahma Musalla,"1967 St Laurent Blvd, Ottawa, ON",(613) 736-6547
Ontario,Ottawa,South Nepean Muslim Community (SNMC),"3131 Jockvale Road, Nepean, ON",(613) 725-5926
Ontario,Ottawa,The Mosque of Aylmer,"21 Park Street, Aylmer, QC",(819) 684-9299
Ontario,Ottawa,Bayshore Field House Musallah,"175 Woodridge Crescent, Ottawa, ON",
Ontario,Ottawa,467 Laurier Ave West Musalla,"467 Laurier Avenue West, Ottawa, ON",(613) 594-3911
Ontario,Ottawa,Islamic Center of Brockville,"36 Cambridge Crescent, Brockville, ON",(613) 802-7802
Ontario,Ottawa,Masjid Al-Itissam,"600 Boulevard des Laurentides, Laval, QC",(450) 668-4381
Ontario,Ottawa,Masjid-Daril-Salam,"1240 Donald Street, Gloucester, ON",(613) 742-6447
Ontario,Ottawa,Algonquin College Musallah,"1385 Woodroffe Avenue, Ottawa, ON",
Ontario,Ottawa,Hawkesbury Jame Masjid,"878 McGill Street, Hawkesbury, ON",
Ontario,Ottawa,KMA Musallah,"1120 March Road, Ottawa, ON",(613) 973-5000
Ontario,Ottawa,Riverside South Muslim Community,"740 Carnelian Crescent, Ottawa, ON",(613) 709-2329
Ontario,Ottawa,Jami Omar,"572 Moodie Drive, Ottawa, ON",(613) 828-4495
Ontario,Ottawa,Islamic Information Centre,"312 Lisgar Street, Ottawa, ON",(613) 232-0210
Ontario,Waterloo,Kitchener Masjid,"1017 Victoria Street North, Kitchener, ON",(519) 743-9111
Ontario,Waterloo,Cambridge Muslim Society Mosque,"282 Elgin Street North, Cambridge, ON",(519) 623-0568
Ontario,Waterloo,Islamic Centre of Cambridge,"1550 Dunbar Road, Cambridge, ON",(519) 740-6855
Ontario,Waterloo,Muslim Association of Canada,"44 Marlborough Road, Guelph, ON",(519) 767-0097
Ontario,Waterloo,Ertugrul Education Society,"312 Lawrence Avenue, Kitchener, ON",(519) 954-1773
Ontario,Waterloo,Muslim Society of Guelph,"286 Water Street, Guelph, ON",(519) 767-0097
Ontario,Waterloo,Zawiya Fellowship,"55 Victoria Avenue, Cambridge, ON",(226) 600-7490
Ontario,Waterloo,Waterloo Masjid,"213 Erb Street West, Waterloo, ON",(519) 886-8470
Ontario,Waterloo,AbuBakr Masjid,"126 Norwich Street East, Guelph, ON",(519) 826-6739
Ontario,Windsor,Windsor Islamic Association,"1320 Northwood Street, Windsor, ON",(519) 966-2355
Ontario,Windsor,Al-Hijra Mosque,"5100 Howard Avenue, Windsor, ON",(519) 966-0846
Ontario,Windsor,Rose City Islamic Centre,"5420 Empress Street, Windsor, ON",(519) 948-4500
Ontario,Windsor,West Windsor Musallah,"3330 Bloomfield Road, Windsor, ON",
Ontario,Windsor,Noor E Isam Mosque,"747 Lincoln Road, Windsor, ON",(519) 971-7334
Ontario,Windsor,Leamington Musalla,"10 Mill Street West, Leamington, ON",
Ontario,Windsor,Jami Masjid Chatham ,"416 Lacroix Street, Chatham-Kent, ON",
Quebec,Eastern Quebec,Centre Culturel Islamique de l'Estrie (CCIE),"1200 Rue Massé, Sherbrooke, QC",(819) 820-1566
Quebec,Eastern Quebec,Centre Islamique Les Maskoutains,"2340 Avenue Saint Joseph, Saint-Hyacinthe, QC",
Quebec,Eastern Quebec,Centre Islamique de Rimouski ,"111 Rue St-Jean-Baptiste Est, Rimouski, QC",(418) 723-1212
Quebec,Greater Montréal,Al Baitu'l Mukarram Mosque,"4225 Avenue de Courtrai, Montréal, QC",(514) 737-8671
Quebec,Greater Montréal,Nour Al-Islam Mosque,"10395 Avenue Pelletier, Montréal-Nord, QC",(514) 325-7322
Quebec,Greater Montréal,Makkah-al-Mukarramah Mosque,"11900 Gouin Blvd. West, Pierrefonds, QC",(514) 421-1455
Quebec,Greater Montréal,Mosquée Al Rawdah,"12253 Boulevard Laurentien, Montréal, QC",(514) 832-0361
Quebec,Greater Montréal,Canadian Islamic Centre Aljamieh,"241 rue Anselme Lavigne, Dollard-des-Ormeaux, QC",(514) 624-5833
Quebec,Greater Montréal,Mosquée Khadijah,"2385 Rue du Centre, Montréal, QC",(514) 939-0681
Quebec,Greater Montréal,Aisha Islamic Center,"425 Rue de l'Aqueduc, Montreal, QC",(514) 878-2573
Quebec,Greater Montréal,Masjid al-Jisr,"3005 Boulevard Cartier Ouest, Laval, QC",(450) 681-2133
Quebec,Greater Montréal,Mosquee Assalam,"8988 Boulevard St-Michel, Montréal, QC",
Quebec,Greater Montréal,Muslim Community Center of Longueuil,"1398 Chemin de Chambly, Longueuil, QC",(450) 321-1225
Quebec,Greater Montréal,Ass'n Musulmane Turque De Montréal,"416 Boulevard Neptune, Dorval, QC",(514) 636-2827
Quebec,Greater Montréal,CIIC,"615 Rue Belmont, Montréal, QC",(514) 508-2444
Quebec,Greater Montréal,Association de la Paix de Chambly,"1691 Boulevard de Périgny, Chambly, QC",(450) 593-1870
Quebec,Greater Montréal,Centre Culturel Islamique de Vaudreuil Soulanges,"100 Boulevard Harwood, Vaudreuil-Dorion, QC",(450) 218-3687
Quebec,Greater Montréal,Al Umma Al Islamyah Mosque,"1245 St. Dominique, Montréal, QC",(514) 879-9677
Quebec,Greater Montréal,Abou Baker Al-Sedik Mosque,"7389 St. Laurent, Montréal, QC",(514) 279-6251
Quebec,Greater Montréal,Islamic Centre of Quebec,"2520 Laval Road, Ville St. Laurent, QC",(514) 331-1770
Quebec,Greater Montréal,Al Qods Mosque,"2465 Belanger Est, Montreal, QC",(514) 729-5737
Quebec,Greater Montréal,Darus'Salam Mosque,"17075 Rue Omer, Montreal, QC",(514) 696-1835
Quebec,Greater Montréal,Association Cote des Beiges,"6550 Avenue de Darlington, Montréal, QC",(514) 736-5023
Quebec,Greater Montréal,Centre Islamique Badr,"8625 Boulevard Langelier, Saint-Léonard, QC",(514) 255-6460
Quebec,Greater Montréal,Dar Al Arqam Mosque,"3661, rue Jean-Talon Est, Montreal, QC",(514) 374-9572
Quebec,Greater Montréal,Muslim Community of Quebec,"7445 Chester Avenue, NDG, Montréal, QC",(514) 484-2967
Quebec,Greater Montréal,Ecole Dar Al Iman,"4505 Henri-Bourassa West, Ville St. Laurent, QC",(514) 334-4153
Quebec,Greater Montréal,Masjid Al Bayan,"2464 Rue Sauvé Est, Montreal, QC",
Quebec,Greater Montréal,Salahouddine Mosque,"6691 Avenue Du Parc, Montréal, QC",(514) 274-0011
Quebec,Greater Montréal,Centre Islamique du West Island,"3675 Boulevard Saint-Jean, Dollard-des-Ormeaux, QC",(514) 624-6397
Quebec,Greater Montréal,Masjid Altawheed,"6130 Rue Jean-Talon Est, Saint-Léonard, QC",(514) 223-2353
Quebec,Greater Montréal,Baitul Ma'moor,"2833 Ontario Street East, Montreal, QC",(514) 525-5364
Quebec,Greater Montréal,Masjid At Tassamoh,"597 Boulevard Iberville, Repentigny, QC",(450) 932-3932
Quebec,Greater Montréal,Baitul Aman Masjid,"2188 Rue Frontenac, Montreal, QC",
Quebec,Greater Montréal,Centre Islamique de Verdun,"4590 Rue de Verdun, Montréal, QC",(514) 807-2535
Quebec,Greater Montréal,Al Flah Mosque (JFM) Markaz El Islam ,"1885 Rue Nielsen, Saint-Hubert, QC",(450) 443-3482
Quebec,Greater Montréal,Montreal Turkish Community Center,"3783 Rue Villeray East, St. Michel, QC",(514) 722-1835
Quebec,Greater Montréal,Mosque Teba,"3600 Avenue Van Horne, Montréal, QC",
Quebec,Greater Montréal,Faizan-e-Madina,"810 Rue Saint Roch, Montréal, QC",(514) 273-9509
Quebec,Greater Montréal,Al-Salam Mosque,"1232 Rue Stanley, Montréal, QC",(514) 545-5466
Quebec,Greater Montréal,Association Musulmane de Lachine,"1212 Rue Notre Dame, Montréal, QC",(514) 538-3862
Quebec,Greater Montréal,Centre Kawtar de Laval,"3871 Autoroute des Laurentides, Chomedey, QC",(450) 682-8055
Quebec,Greater Montréal,Masjid al-Furqaan,"Boulevard Arthur-Sauvé, Montreal, QC",
Quebec,Greater Montréal,Mosquée Al Huda,"9540 Boulevard Gouin Ouest, Pierrefonds, QC",(514) 685-8975
Quebec,Greater Montréal,Madinah Muslim Foundation,"764 Rue de Liège Ouest, Montreal, QC",
Quebec,Greater Montréal,Masjid Salafia Al Farouq,"3333 Boulevard Crémazie Est, Montreal, QC",(514) 439-1680
Quebec,Greater Montréal,Al-Andalous Islamic Center,"970 Boulevard Décarie, Saint Laurent, QC",(514) 360-2360
Quebec,Greater Montréal,Fatima Mosque,"2012 Rue St-Dominique, Montreal, QC",(514) 285-1893
Quebec,Greater Montréal,Association de la Mosquée Noor-E-Madina,"692 Rue Jean-Talon West, Montreal, QC",(514) 276-2459
Quebec,Greater Montréal,Mosque Madani,"12080 Boulevard Laurentien, Montreal, QC",(514) 331-0733
Quebec,Greater Montréal,Masjid Cheikh Zeid,"495 Avenue Lafleur, Lasalle, QC",(514) 558-9501
Quebec,Greater Montréal,Masjid Salafia Ibn Taymiyya,"9675 Avenue Papineau, Montreal, QC",
Quebec,Greater Montréal,Mosque Rayane,"110 Boulevard Curé-Labelle, Sainte-Thérèse, QC",
Quebec,Greater Montréal,Mosquee Salafia Dhoun-Nourain a Montreal,"5180 Queen Mary Road, Montreal, QC",
Quebec,Greater Montréal,Al-Madina Center,"1260 Rue Mackay, Montreal, QC",(514) 571-7883
Quebec,Greater Montréal,Centre Communautaire des Basses Laurentides,"3075 Chemin d'Oka, Sainte-Marthe-sur-le-Lac, QC",(438) 934-3075
Quebec,Greater Montréal,Centre Communautaire Musulman de Drummondville,"127 12e Av, Drummondville, QC",
Quebec,Greater Montréal,Centre Communautaire Al Hidayat,"5955 Rue Hochelaga, Montreal, QC",(514) 313-6903
Quebec,Greater Montréal,Centre Communautaire Islamique Al-Bayan,"5865 Boulevard Saint-Michel, Montréal, QC",(438) 877-8389
Quebec,Greater Montréal,Centre Culturel Islamique de Granby,"317 Rue Racine, Granby, QC",(450) 994-3091
Quebec,Greater Montréal,Al-Baina Islamic Centre,"345 Boulevard Crémazie Ouest, Montréal, QC",
Quebec,Greater Montréal,Masjid Khalid bin Walid,"1330 Rue Antonio, Laval, QC",(450) 680-1612
Quebec,Quebec City,Mosquée AEMUL U Laval,"2225 Rue de l'Université, Quebec City, QC",(418) 656-2131
Quebec,Quebec City,Centre Culturel Islamique de Quebec,"2877 Chemin Sainte-Foy, Quebec, QC",(418) 683-1329
Quebec,Quebec City,Mosquée Annour,"796 Avenue Myrand, Sainte Foy, QC",(418) 683-1329
Quebec,Quebec City,Mosquée de la Capitale,"270 Rue Marie-de-l'Incarnation, Québec City, QC",
Quebec,Quebec City,Chapelle du Pavillon Ernest-Lemieux,"2325 Rue de la Vie-Étudiante, Quebec City, QC",
Quebec,Quebec City,Mosquee Al-Rahma,"363 Rue de la Couronne, Quebec City, QC",
Quebec,Trois-Rivières,Centre Culturel Islamique De La Mauricie,"3009 Boulevard des Forges, Trois-Rivières, QC",
Quebec,Western Quebec,The Outaouais Islamic Centre,"4 Lois Street, Gatineau, QC",(819) 776-1831
Quebec,Western Quebec,Mosque of Aylmer,"21 Rue Park, Gatineau, QC",(819) 684-9299
Saskatchewan,Other Saskatchewan,Islamic Centre of Swift Current,"25 Central Avenue South, Swift Current, SK",(306) 778-3311
Saskatchewan,Other Saskatchewan,Mercy Mosque,"808 Daschle Street, Mercy, SK",
Saskatchewan,Other Saskatchewan,Lloydminster Islamic Centre,"4610 49 Ave, Lloydminster, SK",(780) 874-0523
Saskatchewan,Regina,Islamic Association of Saskatchewan,"3273 Montague Street, Regina, SK",(306) 585-3909
Saskatchewan,Regina,Madni Islamic Center & Mosque,"639 Pasqua Street North, Regina, SK",
Saskatchewan,Regina,Musallah Al-Noor,"1450 Park Street, Regina, SK",
Saskatchewan,Regina,Estevan Islamic Center,"8-508 12th Avenue, Estevan, SK",(306) 471-0550
Saskatchewan,Regina,Glencairn Neighbourhood Recreation Centre (Jumaa Only),"2626 Dewdney Avenue East, Regina, SK",
Saskatchewan,Regina,Baitul Mukkarram,"1237 Albert Street, Regina, SK",
Saskatchewan,Regina,Moose Jaw Islamic Center ,"361 Main Street North, Moose Jaw, SK",(306) 313-1358
Saskatchewan,Regina,Musallah Al-Khair,"2 Sheppard Street, Regina, SK",(306) 585-0090
Saskatchewan,Saskatoon,Islamic Association of Saskatoon,"222 Copland Crescent, Saskatoon, SK",(306) 665-6424
Saskatchewan,Saskatoon,West Side Mosque,"3350 Fairlight Drive, Saskatoon, SK",(306) 261-4456
Saskatchewan,Saskatoon,Prince Albert Muslim Association,"2727 Second Avenue West, Prince Albert, SK",(306) 500-5969
Saskatchewan,Saskatoon,Battlefords Mosque,"1761 99 Street, North Battleford, SK",(306) 937-0786
Saskatchewan,Saskatoon,Jamia Riyadhul Jannah Saskatoon,"2233 Hanselman Avenue, Saskatoon, SK",(306) 262-1023
